,gene,avg_astro,avg_MG,log(astro/MG),|log(astro/MG)|,chrom,start,end
5901,DCAF7,5.697142,2.36514,0.8791274287777772,0.8791274287777772,17,61627822.0,61671639.0
5902,DCAKD,10.285102000000002,0.6191949999999999,2.810031472085739,2.810031472085739,17,43100710.0,43138473.0
5903,DCBLD1,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,6,117774980.0,117891021.0
5904,DCBLD2,1.1077194999999997,1.2780829999999999,-0.1430579016431932,0.1430579016431932,3,98514785.0,98620533.0
5905,DCC,0.16277519999999998,0.10000000000000002,0.4871999218239886,0.4871999218239886,18,49867158.0,51062269.0
5906,DCDC2B,0.16375610000000002,0.10000000000000002,0.49320793974183164,0.49320793974183164,1,32674695.0,32681797.0
5907,DCHS1,1.2083518,0.121147,2.3000078769974506,2.3000078769974506,11,6642554.0,6677085.0
5908,DCK,2.2971380000000003,5.947446666666667,-0.9512979955361281,0.9512979955361281,4,71858255.0,71896631.0
5909,DCLK2,10.919185000000002,0.225648,3.879300349864145,3.879300349864145,4,150999426.0,151178609.0
5910,DCLK3,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,3,36753913.0,36781352.0
5911,DCLRE1A,2.6344240000000005,1.0103090000000001,0.9584083376154019,0.9584083376154019,10,115594488.0,115614142.0
5912,DCLRE1B,1.8328178000000002,0.78627,0.8463095981152813,0.8463095981152813,1,114447763.0,114456708.0
5913,DCLRE1C,2.2249613000000004,2.34716,-0.0534665644713998,0.0534665644713998,10,14939358.0,14996431.0
5914,DCN,3.7171570000000003,0.10000000000000002,3.6155442217814184,3.6155442217814184,12,91539025.0,91576900.0
5915,DCP1A,2.798991,9.264746666666666,-1.196957521222121,1.196957521222121,3,53317448.0,53381637.0
5916,DCP1B,2.7521509999999996,0.8221609999999999,1.208201827109683,1.208201827109683,12,2055220.0,2113701.0
5917,DCP2,0.9799954,2.9187933333333334,-1.0913776900691354,1.0913776900691354,5,112312399.0,112356667.0
5918,DCPS,0.6069948000000001,0.4777,0.23953730390530606,0.23953730390530606,11,126173647.0,126215644.0
5919,DCST1,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,1,155006300.0,155023406.0
5920,DCT,0.8559727,0.10103233333333334,2.1367978854866587,2.1367978854866587,13,95090830.0,95131936.0
5921,DCTN1,1.9902557,0.9082893333333333,0.7844554250374105,0.7844554250374105,2,74588281.0,74619214.0
5922,DCTPP1,3.213482,1.641511666666667,0.6717375191894988,0.6717375191894988,16,30435019.0,30441396.0
5923,DCUN1D1,9.808891,4.063723333333333,0.8811895887455936,0.8811895887455936,3,182655862.0,182703741.0
5924,DCUN1D3,1.2088417999999996,2.1876866666666666,-0.5931819578152463,0.5931819578152463,16,20869396.0,20911706.0
5925,DCUN1D4,7.233079000000001,2.133096666666667,1.2210900519263121,1.2210900519263121,4,52709166.0,52783003.0
5926,DCX,0.2762693,0.10000000000000002,1.0162059286568714,1.0162059286568714,X,110537007.0,110655603.0
5927,DCXR,16.641891000000005,1.5051766666666666,2.403012792962179,2.403012792962179,17,79993757.0,79995573.0
5928,DDA1,0.4945615,0.22373500000000002,0.7932091955766377,0.7932091955766377,19,17420337.0,17434094.0
5929,DDAH2,0.2918199,0.39444300000000004,-0.3013378119958812,0.3013378119958812,6,31694815.0,31698394.0
5930,DDC,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,7,50526134.0,50633154.0
5931,DDHD2,5.147748,3.071426666666666,0.5164171715637149,0.5164171715637149,8,38082736.0,38133076.0
5932,DDI1,0.1106303,0.10000000000000002,0.10102382579689338,0.10102382579689338,11,103907308.0,103909922.0
5933,DDI2,0.8331212000000001,1.611161,-0.65953118632798,0.65953118632798,1,15943995.0,15995539.0
5934,DDIT4,22.55323,12.511519999999999,0.5892284730460517,0.5892284730460517,10,74033678.0,74035794.0
5935,DDN,0.17169640000000003,0.12607833333333332,0.30882439397900074,0.30882439397900074,12,49388932.0,49393092.0
5936,DDO,1.1178262,0.14288800000000001,2.0570800788565635,2.0570800788565635,6,110712974.0,110740732.0
5937,DDR1,1.0850281,0.101362,2.3706628967889247,2.3706628967889247,6,30844198.0,30867933.0
5938,DDR2,3.874389,0.17906033333333335,3.0744204451580224,3.0744204451580224,1,162601163.0,162750237.0
5939,DDX10,2.1671291,4.579633333333334,-0.7482156404674939,0.7482156404674939,11,108535752.0,108811657.0
5940,DDX11,0.24418550000000003,0.137719,0.5727128050198462,0.5727128050198462,12,31226779.0,31257725.0
5941,DDX18,10.145417,22.194666666666667,-0.7828299433505378,0.7828299433505378,2,118572226.0,118589955.0
5942,DDX19A,2.8455429999999997,1.6155243333333333,0.5660943419413945,0.5660943419413945,16,70380732.0,70407284.0
5943,DDX19B,3.3854440000000006,6.356043333333332,-0.6299210016808225,0.6299210016808225,16,70328700.0,70369186.0
5944,DDX20,1.1885289,3.67146,-1.1278730792328657,1.1278730792328657,1,112297867.0,112310638.0
5945,DDX21,1.601079,13.161266666666668,-2.106600395574685,2.106600395574685,10,70715884.0,70744829.0
5946,DDX23,2.5413989999999997,1.1706519999999998,0.7751538582518387,0.7751538582518387,12,49223840.0,49246625.0
5947,DDX24,10.813214,13.947103333333333,-0.2545029355899666,0.2545029355899666,14,94517266.0,94547591.0
5948,DDX25,5.2798300000000005,0.3651596666666666,2.6713144783576728,2.6713144783576728,11,125773271.0,125793158.0
5949,DDX27,1.3998050000000002,6.188413333333333,-1.4863457852234472,1.4863457852234472,20,47835832.0,47860614.0
5950,DDX28,0.4610647,0.7208953333333333,-0.446955577779333,0.446955577779333,16,68055179.0,68057770.0
5951,DDX31,0.9320214,0.3561256666666666,0.9620721109771814,0.9620721109771814,9,135468384.0,135545788.0
5952,DDX3Y,2.781181,18.526166666666665,-1.896308489520936,1.896308489520936,Y,15016019.0,15032390.0
5953,DDX4,0.09999999999999999,0.11055133333333333,-0.10030978215021515,0.10030978215021515,5,55033845.0,55112985.0
5954,DDX41,1.8069651999999998,1.437248,0.22891857901130375,0.22891857901130375,5,176938578.0,176944470.0
5955,DDX43,0.10997839999999999,0.520058,-1.5536563609428704,1.5536563609428704,6,74104471.0,74127292.0
5956,DDX49,0.1615964,0.163973,-0.014599911513037179,0.014599911513037179,19,19030484.0,19039442.0
5957,DDX51,0.7794665000000001,0.4478936666666667,0.55405385825523,0.55405385825523,12,132621139.0,132628880.0
5958,DDX54,0.22946600000000003,0.188076,0.1989087339174996,0.1989087339174996,12,113594979.0,113623284.0
5959,DDX56,2.363485,1.5498236666666667,0.4219960636922792,0.4219960636922792,7,44605016.0,44614650.0
5960,DDX58,3.085044,1.9497099999999998,0.458885276249093,0.458885276249093,9,32455300.0,32526322.0
5961,DDX59,2.248737,3.8168066666666665,-0.5290453966056495,0.5290453966056495,1,200593024.0,200639126.0
5962,DDX60,1.2006641,2.23378,-0.6208203973493841,0.6208203973493841,4,169137444.0,169239958.0
5963,DEAF1,0.5830871999999999,0.20530066666666666,1.0438611750493534,1.0438611750493534,11,644233.0,706715.0
5964,DEDD,3.1018959999999995,4.209786666666666,-0.30539843597419664,0.30539843597419664,1,161090764.0,161102478.0
5965,DEDD2,0.8515492,1.229325,-0.3671632384224614,0.3671632384224614,19,42702752.0,42721813.0
5966,DEF6,0.09999999999999999,2.124644333333333,-3.0561895088130577,3.0561895088130577,6,35265595.0,35289548.0
5967,DEF8,2.0663692,1.4303623333333333,0.3678652654094426,0.3678652654094426,16,90015183.0,90034468.0
5968,DEFA3,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,8,6873391.0,6875823.0
5969,DEFA4,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,8,6793344.0,6795860.0
5970,DEFA5,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,8,6912831.0,6914256.0
5971,DEFB1,0.1116018,0.10000000000000002,0.10976699286130558,0.10976699286130558,8,6728097.0,6735544.0
5972,DEGS2,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,14,100612756.0,100626500.0
5973,DEM1,0.45350720000000005,0.8912533333333333,-0.6756175658418151,0.6756175658418151,1,40974413.0,40982228.0
5974,DENND1B,2.0452541,0.6181373333333333,1.196566660044495,1.196566660044495,1,197473878.0,197744826.0
5975,DENND1C,0.12149340000000002,1.1529436666666666,-2.250213720706495,2.250213720706495,19,6467219.0,6481798.0
5976,DENND2A,0.8005309,0.10000000000000002,2.0801049465781367,2.0801049465781367,7,140218220.0,140373793.0
5977,DENND2C,0.243705,0.3564906666666667,-0.38034958160365506,0.38034958160365506,1,115125469.0,115213043.0
5978,DENND2D,0.10563689999999999,0.7019973333333334,-1.8939218632948673,1.8939218632948673,1,111729796.0,111747157.0
5979,DENND3,0.16115350000000003,5.70765,-3.567205332346507,3.567205332346507,8,142127377.0,142205907.0
5980,DENND4A,4.233593000000001,10.930336666666667,-0.9484910622898968,0.9484910622898968,15,65952959.0,66084631.0
5981,DENND4B,0.5011118,1.9358000000000002,-1.3514467268325905,1.3514467268325905,1,153901977.0,153919172.0
5982,DENND5B,3.810894,0.4898963333333333,2.051425282169179,2.051425282169179,12,31535157.0,31744031.0
5983,DENR,1.8644560000000001,1.7362733333333333,0.07122826761722209,0.07122826761722209,12,123237321.0,123255611.0
5984,DEPDC1B,0.12013950000000002,0.10000000000000002,0.1834833816140434,0.1834833816140434,5,59892739.0,59996017.0
5985,DEPDC5,1.4810940000000001,0.9088796666666666,0.4883235773717492,0.4883235773717492,22,32149944.0,32303001.0
5986,DEPDC7,0.123889,1.5044606666666667,-2.496803748518911,2.496803748518911,11,33037410.0,33055128.0
5987,DEPTOR,0.5064081999999999,4.008116666666667,-2.0687336873589426,2.0687336873589426,8,120885957.0,121063152.0
5988,DERA,5.730034,4.886193333333333,0.15930792350256412,0.15930792350256412,12,16064106.0,16190220.0
5989,DERL2,2.5315535000000002,3.9341999999999993,-0.44087441159578983,0.44087441159578983,17,5374571.0,5389537.0
5990,DERL3,0.09999999999999999,0.12018033333333333,-0.18382320653119585,0.18382320653119585,22,24176690.0,24181315.0
5991,DES,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,2,220283099.0,220291461.0
5992,DET1,1.3439846999999998,0.6324710000000001,0.7537597673415564,0.7537597673415564,15,89054790.0,89089906.0
5993,DFFA,1.8411725999999997,0.40404599999999996,1.5166291973678239,1.5166291973678239,1,10516579.0,10532583.0
5994,DFFB,0.2714357,0.297509,-0.09171919771669673,0.09171919771669673,1,3773845.0,3801993.0
5995,DFNA5,1.6147448999999998,5.720490000000001,-1.2648774785165848,1.2648774785165848,7,24737972.0,24809244.0
5996,DFNB59,1.5787011,0.6920076666666667,0.8247606647588954,0.8247606647588954,2,179316163.0,179326117.0
5997,DGAT1,0.3719417,0.166557,0.8033995283840373,0.8033995283840373,8,145539954.0,145550573.0
5998,DGAT2,0.1144079,0.10260266666666666,0.10890620920340617,0.10890620920340617,11,75470557.0,75512579.0
5999,DGAT2L6,0.1051621,0.10000000000000002,0.050332783244378364,0.050332783244378364,X,69397333.0,69425395.0
6000,DGCR14,0.13971840000000002,0.11467966666666667,0.19748623402650362,0.19748623402650362,22,19117792.0,19132197.0
6001,DGCR2,1.8115529000000001,0.301054,1.794650061575655,1.794650061575655,22,19023795.0,19109967.0
6002,DGCR6,0.30167370000000004,0.10000000000000002,1.1041757836890638,1.1041757836890638,22,18893541.0,18901751.0
6003,DGCR8,0.6677162000000001,0.5205493333333333,0.24897856873954372,0.24897856873954372,22,20067755.0,20099400.0
6004,DGKA,0.30252170000000006,6.699176666666666,-3.0975869018206517,3.0975869018206517,12,56321103.0,56347811.0
6005,DGKD,0.43623179999999995,0.35937900000000006,0.19379621152420437,0.19379621152420437,2,234263153.0,234380750.0
6006,DGKE,0.48486830000000003,0.4824703333333334,0.00495787410110897,0.00495787410110897,17,54911460.0,54946034.0
6007,DGKG,6.764658,0.16190400000000002,3.732463418015846,3.732463418015846,3,185823457.0,186080026.0
6008,DGKH,0.2175164,0.36232266666666674,-0.5102609092123432,0.5102609092123432,13,42614176.0,42830714.0
6009,DGKI,0.23944320000000002,0.10000000000000002,0.8731460419842544,0.8731460419842544,7,137073563.0,137531838.0
6010,DGKK,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,X,50108408.0,50213737.0
6011,DGKQ,0.1419411,0.10000000000000002,0.3502419968321329,0.3502419968321329,4,952675.0,980683.0
6012,DGKZ,0.10733899999999999,0.10000000000000002,0.0708218645256542,0.0708218645256542,11,46354455.0,46402104.0
6013,DGUOK,9.480456000000002,8.798070000000001,0.07470003712733132,0.07470003712733132,2,74153953.0,74186088.0
6014,DHDDS,3.7254509999999996,1.5694970000000001,0.8644327324669008,0.8644327324669008,1,26758773.0,26797785.0
6015,DHDH,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,19,49436939.0,49448226.0
6016,DHFR,0.5701071999999999,0.10000000000000002,1.7406542273329644,1.7406542273329644,5,79922047.0,79950802.0
6017,DHH,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,12,49483204.0,49488602.0
6018,DHODH,0.5032017,0.20913799999999996,0.8779967626063572,0.8779967626063572,16,72042643.0,72058954.0
6019,DHPS,2.5163800000000003,1.3623233333333333,0.6136297852804811,0.6136297852804811,19,12786534.0,12792682.0
6020,DHRS11,0.8410128,0.26100966666666664,1.170049436159468,1.170049436159468,17,34948329.0,34957235.0
6021,DHRS13,0.8072419,0.10863333333333335,2.005645078346362,2.005645078346362,17,27224799.0,27230089.0
6022,DHRS2,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,14,24099324.0,24114848.0
6023,DHRS4,1.2118389999999999,1.22661,-0.012115226253995966,0.012115226253995966,14,24422795.0,24438488.0
6024,DHRS7B,3.7389919999999996,1.1652863333333334,1.1658492198791164,1.1658492198791164,17,21030258.0,21094836.0
6025,DHRS7C,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,17,9674770.0,9694614.0
6026,DHRS9,0.8967922999999999,83.70746666666666,-4.536259174348636,4.536259174348636,2,169921299.0,169952677.0
6027,DHRSX,0.8556445,0.3396223333333333,0.9240207702225818,0.9240207702225818,X,2137557.0,2420846.0
6028,DHTKD1,5.647972,2.3295566666666665,0.8856185650148211,0.8856185650148211,10,12110971.0,12165224.0
6029,DHX16,0.12065889999999999,0.20348166666666667,-0.5226083542889188,0.5226083542889188,6,30620896.0,30640814.0
6030,DHX29,3.1431190000000004,2.7115266666666664,0.14770379710857065,0.14770379710857065,5,54552073.0,54603550.0
6031,DHX30,1.2860608,0.3894026666666666,1.1947252410054667,1.1947252410054667,3,47844399.0,47891685.0
6032,DHX32,8.089495000000001,3.6488033333333334,0.7961670464206031,0.7961670464206031,10,127524906.0,127585005.0
6033,DHX33,1.3264536999999998,0.5440913333333334,0.8911471441657477,0.8911471441657477,17,5344232.0,5372236.0
6034,DHX34,0.27261370000000007,1.1452790000000002,-1.4353477796422527,1.4353477796422527,19,47852538.0,47889887.0
6035,DHX35,3.2654170000000002,2.3378666666666668,0.33414864017257084,0.33414864017257084,20,37590942.0,37668366.0
6036,DHX37,0.1071753,0.10000000000000002,0.06929562565228346,0.06929562565228346,12,125431371.0,125473668.0
6037,DHX38,1.3395169999999996,0.9867463333333332,0.305651381573175,0.305651381573175,16,72127615.0,72146811.0
6038,DHX57,3.104083,1.9648933333333332,0.45728038109728614,0.45728038109728614,2,39024871.0,39103075.0
6039,DHX58,0.3718405,0.19577466666666665,0.6415006608862351,0.6415006608862351,17,40253422.0,40264751.0
6040,DHX8,2.4776079999999996,2.3786583333333335,0.040756975362633445,0.040756975362633445,17,41561331.0,41604154.0
6041,DICER1,13.761680000000002,8.381929999999999,0.4958097198365227,0.4958097198365227,14,95552565.0,95624347.0
6042,DIEXF,1.146273,0.6528063333333333,0.5629905833998985,0.5629905833998985,1,210001352.0,210025558.0
6043,DIMT1,4.510628,2.955526666666666,0.42275952597290634,0.42275952597290634,5,61683081.0,61699766.0
6044,DIO1,0.1176729,0.24423566666666666,-0.7302248647913081,0.7302248647913081,1,54356912.0,54376759.0
6045,DIO3,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,14,102027834.0,102028748.0
6046,DIO3OS,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,14,102018558.0,102026768.0
6047,DIP2A,1.2691798,5.061956666666666,-1.383382236507122,1.383382236507122,21,47878812.0,47989926.0
6048,DIP2C,2.794543,1.5963233333333333,0.5599655186603497,0.5599655186603497,10,320130.0,735683.0
6049,DIRAS1,0.3964146,0.114543,1.2415103349147911,1.2415103349147911,19,2714566.0,2721390.0
6050,DIRAS2,0.40254130000000005,0.15340433333333334,0.9647205631686157,0.9647205631686157,9,93372114.0,93405386.0
6051,DIS3,2.7377879999999997,3.48356,-0.24090446430760665,0.24090446430760665,13,73329540.0,73356234.0
6052,DIS3L,6.036763,2.5103766666666663,0.8774351328482006,0.8774351328482006,15,66585555.0,66626236.0
6053,DIS3L2,0.861712,0.9623943333333335,-0.11050316847643402,0.11050316847643402,2,232825955.0,233209060.0
6054,DISC1,0.2210601,5.605059999999999,-3.232990429928306,3.232990429928306,1,231762561.0,232177018.0
6055,DISP1,0.6156723000000002,1.6312333333333333,-0.9743768124429442,0.9743768124429442,1,222988406.0,223179337.0
6056,DISP2,0.2541286,0.10000000000000002,0.9326702521168421,0.9326702521168421,15,40650436.0,40663257.0
6057,DIXDC1,2.551687,0.143574,2.8776594063146335,2.8776594063146335,11,111797868.0,111893308.0
6058,DKC1,4.150765,15.877899999999999,-1.341635550656705,1.341635550656705,X,153991031.0,154005964.0
6059,DKK1,0.2423728,0.111698,0.7746782358659846,0.7746782358659846,10,54074056.0,54077802.0
6060,DKK2,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,4,107842959.0,108204963.0
6061,DKK4,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,8,42231249.0,42234750.0
6062,DKKL1,0.09999999999999999,0.138827,-0.32805836766285357,0.32805836766285357,19,49867042.0,49878371.0
6063,DLEC1,0.09999999999999999,0.11972699999999999,-0.18004396504989661,0.18004396504989661,3,38080696.0,38165516.0
6064,DLEU2,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,13,50601269.0,50699856.0
6065,DLEU7,0.27010809999999996,5.284636666666667,-2.9737368986701567,2.9737368986701567,13,51285144.0,51418075.0
6066,DLG2,3.3280520000000005,1.0895146666666669,1.1166548106923204,1.1166548106923204,11,83166055.0,85338966.0
6067,DLG3,0.9950103,0.10000000000000002,2.297582902875716,2.297582902875716,X,69664711.0,69725337.0
6068,DLGAP2,0.11451790000000002,0.10000000000000002,0.1355609566653776,0.1355609566653776,8,1449531.0,1656642.0
6069,DLGAP3,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,1,35331037.0,35395186.0
6070,DLGAP4,1.9074013,0.9804706666666666,0.6654642902208994,0.6654642902208994,20,34894258.0,35157040.0
6071,DLGAP5,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,14,55614830.0,55658396.0
6072,DLK1,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,14,101192042.0,101201539.0
6073,DLK2,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,6,43418090.0,43424370.0
6074,DLL1,0.8136407999999999,0.109742,2.003386834609667,2.003386834609667,6,170591294.0,170599561.0
6075,DLL3,0.12055850000000001,0.10000000000000002,0.1869649263151226,0.1869649263151226,19,39989557.0,39999118.0
6076,DLL4,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,15,41221538.0,41231237.0
6077,DLX1,0.25678760000000006,0.10306066666666668,0.9129314724427323,0.9129314724427323,2,172949468.0,172954405.0
6078,DLX2,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,2,172964167.0,172967628.0
6079,DLX3,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,17,48067369.0,48072588.0
6080,DLX4,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,17,48046334.0,48052321.0
6081,DLX5,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,7,96649704.0,96654409.0
6082,DLX6,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,7,96634860.0,96640351.0
6083,DMAP1,1.2798162,0.4833803333333333,0.9736679694549091,0.9736679694549091,1,44679127.0,44686353.0
6084,DMBT1,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,10,124320181.0,124403252.0
6085,DMBX1,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,1,46972668.0,46979898.0
6086,DMC1,0.29910590000000004,0.10000000000000002,1.0956275052974582,1.0956275052974582,22,38914954.0,38966291.0
6087,DMGDH,0.9980521000000001,0.10000000000000002,2.3006352933695875,2.3006352933695875,5,78293438.0,78531861.0
6088,DMKN,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,19,35988122.0,36004560.0
6089,DMPK,0.2391166,0.10000000000000002,0.8717811130842278,0.8717811130842278,19,46272978.0,46285815.0
6090,DMRT1,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,9,841690.0,969090.0
6091,DMRT2,0.1011677,0.10000000000000002,0.011609349959226892,0.011609349959226892,9,1050354.0,1057552.0
6092,DMRT3,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,9,976964.0,991731.0
6093,DMRTA1,0.4670168,0.10000000000000002,1.5411950453378145,1.5411950453378145,9,22446840.0,22452472.0
6094,DMRTA2,0.10728109999999999,0.10000000000000002,0.070282306474897,0.070282306474897,1,50883222.0,50889172.0
6095,DMRTB1,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,1,53925072.0,53933161.0
6096,DMRTC1B,0.4241478000000001,0.10714866666666667,1.375864701168722,1.375864701168722,X,71996833.0,72068636.0
6097,DMRTC2,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,19,42349086.0,42356398.0
6098,DMWD,0.29645200000000005,0.10000000000000002,1.0867151306427807,1.0867151306427807,19,46286205.0,46296060.0
6099,DNA2,0.37852680000000005,0.26487,0.3570477366017071,0.3570477366017071,10,70173821.0,70231879.0
6100,DNAJA4,3.7395889999999996,11.578196666666665,-1.1301480194111875,1.1301480194111875,15,78556428.0,78574538.0
6101,DNAJB1,32.11833,56.59456666666667,-0.5664860901138372,0.5664860901138372,19,14625582.0,14640049.0
6102,DNAJB12,1.3382215,2.4164583333333334,-0.5909614759905829,0.5909614759905829,10,74092588.0,74114988.0
6103,DNAJB13,0.1360155,0.10000000000000002,0.3075986638420417,0.3075986638420417,11,73661364.0,73681411.0
6104,DNAJB14,2.5055,1.6375033333333333,0.4253155912690346,0.4253155912690346,4,100817405.0,100867883.0
6105,DNAJB3,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,2,234651396.0,234652661.0
6106,DNAJB5,4.832947000000001,0.8644396666666667,1.721130192682762,1.721130192682762,9,34989638.0,34998897.0
6107,DNAJB7,0.09999999999999999,0.4306243333333333,-1.4600659076412361,1.4600659076412361,22,41255553.0,41258130.0
6108,DNAJB8,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,3,128181282.0,128186091.0
6109,DNAJC10,6.114523,18.6553,-1.1154635268326858,1.1154635268326858,2,183580999.0,183653542.0
6110,DNAJC11,1.7699522,0.8670126666666667,0.7136542331142032,0.7136542331142032,1,6694228.0,6761984.0
6111,DNAJC12,1.7220613,0.285488,1.7970772858067,1.7970772858067,10,69556427.0,69597924.0
6112,DNAJC13,3.819175,7.444303333333333,-0.6674146559436905,0.6674146559436905,3,132136370.0,132257876.0
6113,DNAJC14,1.3145177000000001,4.177183333333333,-1.156167345408762,1.156167345408762,12,56214744.0,56224608.0
6114,DNAJC16,2.936036,1.5699566666666664,0.6260123541274288,0.6260123541274288,1,15853308.0,15918874.0
6115,DNAJC17,0.6910152,0.3234793333333333,0.7590265933267031,0.7590265933267031,15,41060067.0,41099675.0
6116,DNAJC19,14.036897999999999,6.332926666666666,0.7959269561054189,0.7959269561054189,3,180701497.0,180707562.0
6117,DNAJC2,2.4431140000000005,11.778003333333332,-1.5729602124112096,1.5729602124112096,7,102952921.0,102985320.0
6118,DNAJC22,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,12,49740700.0,49751309.0
6119,DNAJC25,0.6866885,0.9168373333333332,-0.2890492977544689,0.2890492977544689,9,114393632.0,114432508.0
6120,DNAJC27,2.518809,0.8834743333333334,1.0476792095229366,1.0476792095229366,2,25166505.0,25194963.0
6121,DNAJC28,0.6629278000000001,0.2969886666666666,0.8029721066086296,0.8029721066086296,21,34860497.0,34864027.0
6122,DNAJC30,0.6075560000000001,0.3451676666666667,0.5654140627217815,0.5654140627217815,7,73096601.0,73097783.0
6123,DNAJC4,0.4966576999999998,0.33924933333333335,0.3811657228232374,0.3811657228232374,11,63997750.0,64001758.0
6124,DNAJC5B,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,8,66933795.0,67012751.0
6125,DNAJC5G,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,2,27498289.0,27504367.0
6126,DNAJC6,3.0813170000000007,0.35069066666666665,2.1732078386242994,2.1732078386242994,1,65713902.0,65881552.0
6127,DNALI1,4.822185,0.10000000000000002,3.8758122378403854,3.8758122378403854,1,38022520.0,38032458.0
6128,DNASE1,0.22144080000000002,0.10000000000000002,0.7949850991514504,0.7949850991514504,16,3692939.0,3713727.0
6129,DNASE1L1,0.1415832,0.20728033333333332,-0.38118461423021177,0.38118461423021177,X,153629579.0,153640449.0
6130,DNASE1L2,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,16,2285817.0,2288711.0
6131,DNASE1L3,0.09999999999999999,0.10000000000000002,-2.2204460492503136e-16,2.2204460492503136e-16,3,58177984.0,58200853.0
6132,DNASE2B,0.1430821,0.10000000000000002,0.358248405398736,0.358248405398736,1,84864215.0,84880701.0
6133,DND1,0.1361935,0.10000000000000002,0.308906482653108,0.308906482653108,5,140050379.0,140053171.0
6134,DNLZ,0.13808600000000001,0.10290866666666666,0.2940348160025395,0.2940348160025395,9,139253932.0,139258241.0
6135,DNM1,0.2020152,0.206305,-0.021012714237216863,0.021012714237216863,9,130965658.0,131017527.0
6136,DNM3,8.253465000000002,0.42780233333333334,2.959727140257868,2.959727140257868,1,171810621.0,172387606.0
6137,DNM3OS,0.9911719999999999,0.11730066666666668,2.1341476422522905,2.1341476422522905,1,172109461.0,172113934.0
6138,DNMBP,1.8966785000000002,2.93684,-0.4372299749082051,0.4372299749082051,10,101635334.0,101769676.0
6139,DNMT1,1.2343064,2.09204,-0.5276304735992984,0.5276304735992984,19,10244023.0,10305755.0
6140,DNMT3B,0.1916752,0.10000000000000002,0.6506320868892164,0.6506320868892164,20,31350191.0,31397162.0
